"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址"
"1315","達新工業股份有限公司","達新","塑膠工業","－","台中市西屯區工業區35路51號","	51059101","吳子聰","陳以千","賴耿民","副總經理","陳明哲","04-23595511","1966/10/24","1992/05/09",新台幣                 10.0000元,990990000,99099000,0,0,合併,每半會計年度,董事會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","國富浩華聯合會計師事務所","張福郎","邱桂鈴","TAH HSIN","NO.51, 35TH RD.,TAICHUNG INDUSTRIAL PARK ,TAICHUNG ,TAIWAN, R.O.C","04-23595557","thst@mail.tahhsin.com.tw","www.tahhsin.com.tw","賴耿民","副總經理","04-23595511#1151","kmlai@mail.tahhsin.com.tw","www.tahhsin.com.tw"
"1316","上曜建設開發股份有限公司","上曜","建材營造","－","台南市安平區永華路二段248號20樓之6","	73654033","張祐銘","張祐銘","郭育政","財務部副總經理","朱麗娟","(06)2988318","1979/12/11","1992/10/15",新台幣                 10.0000元,2190579600,219057960,0,0,合併,每半會計年度,董事會,"元大證券股份有限公司","(02)2586-5859","台北市大同區承德路三段210號地下一樓","安侯建業聯合會計師事務所","許振隆","陳國宗","SUN  YAD","20F.-6, No.248, Sec. 2, Yonghua RdAnping Dist., Tainan City 708, Taiwan","(06)2988311","fina@sunyad.com.tw","www.sunyad.com.tw","郭育政","財務部副總經理","06-2988318","sunyad_101@yahoo.com.tw","www.sunyad.com.tw"
"1319","東陽實業廠股份有限公司","東陽","汽車工業","－","台南市安和路二段98號","	68326665","吳永豐","吳永祥","許芳華","助理副總經理","洪智慧","06-3560511","1967/10/30","1994/12/12",新台幣                 10.0000元,5914770680,591477068,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5F","安永聯合會計師事務所","胡子仁","洪國森","OTN","98 AN HO ROAD.,SEC,2TAINAN,TAIWAN,R,O,C","06-3566055","15469@tyg.com.tw","WWW.TYG.COM.TW","黃和傑","專案經理","06-3560511-6170","15531@tyg.com.tw","http://www.tyg.com.tw/tw/stakeholders.html"
"1321","大洋塑膠工業股份有限公司","大洋","塑膠工業","－","台北市莒光路310號5,6樓","	15024509","陳欽明","陳欽明","王逸鶴","經理","邱俊福","(02)23062131","1965/06/07","1999/01/26",新台幣                 10.0000元,2272282680,227228268,0,0,合併,每年,股東會,"凱基證券(股)公司股務代理部","(02)23148800","台北市重慶南路一段2號5樓","安侯建業聯合會計師事務所","余聖河","羅瑞芝","OPC","5F,310 CHUKWANG ROADTAIPEI,TAIWAN,R.O.C","(02)23027464","andy@opc.com.tw","www.opc.com.tw","王逸鶴","經理","23062131-1612","andy@opc.com.tw","www.opc.com.tw"
"1323","永裕塑膠工業股份有限公司","永裕","塑膠工業","－","台南市仁德區勝利路88號","	68192103","王威程","王威程","郭錦添","副總經理","蔡崇誠","06-2793711","1973/04/02","2000/09/11",新台幣                 10.0000元,912745540,91274554,0,0,合併,每年,董事會,"凱基證券股份有限公司","02-23892999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","田中玉","林姿妤","YONYU","88 SHENG LI ROAD,RENDE  DISTRICT,TAINAN,TAIWANTainan ,Taiwan","06-2705088","kct3232@yonyu.com.tw","www.yonyu.com.tw","蔡崇誠","財務總監","+886-6-2793711#160","cct0368@yonyu.com.tw","http://www.yonyu.com.tw/yonyu/stakeholder.php"
"1324","地球綜合工業股份有限公司","地球","塑膠工業","－","台北市中山區南京東路3段61號7樓","	07147916","鈞鼎投資股份有限公司(代表人張德照)","黃林慶","張雅琪","財務部部長","曾嬿妤","(02)2506-6666","1964/12/08","2000/09/11",新台幣                 10.0000元,751218820,75121882,0,0,合併,每年,董事會,"永豐金證券股份有限公司","02-23816288","台北市中正區博愛路17號3樓","安永聯合會計師事務所","林麗凰","劉榮進","GLOBE TAPE","7F.NO.61.SECTION 3,NANKING E ROADTAIPEI TAIWAN R.O.C.","(02)2507-0226","fet@globetape.com.tw","http://www.globetape.com.tw","張雅琪","財務部部長","(02)2506-6666","doris@globetape.com.tw","http://www.globetape.com/investor-64-78-page110"
"1325","恒大股份有限公司","恆大","塑膠工業","－","台北市林森北路372號10樓","	11455800","黃美慧","黃美慧","吳明德","管理部經理","廖淑姬","(02)25119161","1962/10/14","2000/09/11",新台幣                 10.0000元,852811980,85281198,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)66365566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","薛峻泯","張淳儀","UK","10F, 372, LIN SHEN N. ROADTAIPEI, TAIWAN, R.O.C.","(02)25374473","uk4409@ms34.hinet.net","www.uk.com.tw","吳明德","管理部經理","(02)25119161","peterwu@uk.com.tw","www.uk.com.tw"
"1326","台灣化學纖維股份有限公司","台化","塑膠工業","－","彰化市中山路3段359號","	58650902","洪福源","呂文進","洪福源","董事長","呂文進","(02)27122211","1965/03/05","1984/12/20",新台幣                 10.0000元,58611862910,5861186291,0,0,合併,每年,董事會,"台灣化學纖維股份有限公司股務室","(02)27189898","台北市敦化北路201號台塑大樓後棟1樓","資誠聯合會計師事務所","阮呂曼玉","吳漢期","FCFC","2F, 201, Tung Hwa North RoadTaipei, Taiwan, R.O.C","(02)27133229","fcfc@fcfc.com.tw","http://www.fcfc.com.tw","劉佳儒","協理","(02)27122211-8410","u127129@fcfc.com.tw","https://www.fcfc.com.tw/data-22337"
"1337","亞洲塑膠再生資源控股有限公司","再生-KY","塑膠工業","KY","高雄市苓雅區四維四路190號12樓之2","	26068617","丁金山","丁志猛","王維民","財務協理","丁華雄","(07)2696099","2010/01/08","2011/08/17",新台幣                 10.0000元,2689547290,268954729,0,0,合併,每年,股東會,"元大證券股份有限公司股務代理部","(02)2586-5859","台北市承德路三段210號地下一樓","德昌聯合會計師事務所","林兆民","史岱平","Asia Plastic","12F.-2, No. 190, Siwei 4th Rd.Lingya Dist.,Kaohsiung City 802 Taiwan","(07)2696099","markuhsueh@sansd.cn","http://asia-recycle.com","王維民","財務主管","(07)2696099","weimin831@gmail.com","http://asia-recycle.com(?]?m??)"
"1338","廣華控股有限公司","廣華-KY","汽車工業","KY","廣東省東莞市厚街鎮橋頭第三工業區","	26594386","余澤民","黃建中","黃盛昌","財務長","黃建中","0769-89278888","2009/12/08","2012/12/19",新台幣                 10.0000元,838400000,83840000,0,0,合併,每年,股東會,"兆豐證券股份有限公司股務代理部","02-33930898","台北市忠孝東路二段95號3樓","安侯建業聯合會計師事務所","陳宜君","連淑凌","Hiroca","3rd Industrial Zone, Qiaotou, Houjie TownDongguan City, Guangdong Province, PRC","0769-85903818","hiroca@hirosawa.com.cn","www.hirosawa.com.cn","黃盛昌","財務長","0975727658","hiroca@hirosawa.com.cn","www.hirosawa.com.cn"
"1339","昭輝實業股份有限公司","昭輝","汽車工業","－","彰化縣鹿港鎮興業路8號","	22078327","禾翰投資股份有限公司","林睿澤","劉淑梅","副總經理","王淑慧","(04)7810781","1986/03/07","2012/04/24",新台幣                 10.0000元,741238750,74123875,0,0,合併,每年,董事會,"統一綜合證券股份有限公司","02-27463797","台北市松山區東興路八號地下一樓","資誠聯合會計師事務所","王玉娟","劉美蘭","Y.C.C.","8, Xingye Rd., Lukang TownChung Hua Hsien, Taiwan ., R.O.C.","(04)7813209","ycc888@yccco.com.tw","http://www.yccco.com.tw","劉淑梅","副總經理","(04)7810781","ycc888@yccco.com.tw","http://www.yccco.com.tw"
"1340","勝悅新材料有限公司","勝悅-KY","塑膠工業","KY","中國福建省晉江市青陽蓮嶼工業區","	37722768","莊國清","莊輝煌","陳圖炎","財務長","郭燈佳","8659582889862","2012/06/14","2014/01/14",新台幣                 10.0000元,1529228550,152922855,0,0,合併,每年,股東會,"永豐金證券公司股務代理部","(02)2381-6288","台北市中正區博愛路17號3樓","信永中和聯合會計師事務所","陳光慧","郭鎮宇","VICTORY","Qingyang Lianyu Industrial AreaJinjiang, Fujian, China","8659585689208","peter.chen@sportspowersole.com","www.vnm.com.tw","陳圖炎","財務長","8659582889862","peter.chen@sportspowersole.com","www.vnm.com.tw"
"1341","富林塑膠工業(開曼)控股(股)公司","富林-KY","塑膠工業","KY","越南海防市陽京郡海城坊范文同路第9里程","	82716171","王源林","黃政烘","黃政烘","總經理","邱文輝","(07)535-2366","2016/11/30","2018/12/24",新台幣                 10.0000元,515479480,51547948,0,0,合併,每季,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","王騰葦","陳珍麗","FULIN-KY","Km9 Pham Van Dong Hai Thanh Ward Duong Kinh DistrictHai Phong Viet Nam","(07)535-2368","joyylin@fulintw.com.tw","http://www.fulinvn.com","許乃仁","協理","075352366","joyylin@fulintw.com.tw","0"
"1342","八貫企業股份有限公司","八貫","其他","－","宜蘭縣冬山鄉德興四路6號","	12386676","劉宗熹","劉宗熹","李宏毅","副總經理","游憶敏","03-9109568","1982/06/17","2020/11/24",新台幣                 10.0000元,707846950,70784695,0,0,個別,每年,董事會,"富邦綜合證券(股)公司股務代理部","(02)2361-1300","台北市中正區許昌街17號11樓","安永聯合會計師事務所","張志銘","傅文芳","CCI Yilan","No.6, Dexing 4th Rd., Dongshan TownshipYilan County 26950, Taiwan (R.O.C)","03-9903297","investor@cathay1342.com.tw","http://www.cathayconsolidated.com","李宏毅","副總經理","03-9109568","investor@cathay1342.com.tw","http://www.cathayconsolidated.com"
"1402","遠東新世紀股份有限公司","遠東新","紡織纖維","－","台北市大安區敦化南路二段207號36樓","	03522600","徐旭東","吳高山,鄭澄宇","鄭澄宇","行政總部總經理","王健誠","02-27338000","1954/01/13","1967/04/14",新台幣                 10.0000元,53528752270,5352875227,0,0,合併,每年,股東會,"亞東證券股份有限公司","02-7753-1699","新北市板橋區新站路16號13樓","勤業眾信聯合會計師事務所","邵志明","柯志賢","FENC","36F,Taipei Metro Tower No.207,Tun Hwa South Road,Sec.2Taipei,Taiwan,R.O.C.","02-27367184","csostaff@metro.feg.com.tw","www.fenc.com","汪承雯","協理","02-27338000轉8537","ir@fenc.com","http://contact.fenc.com/contact_info.aspx?lang=zh&id=1"
"1409","新光合成纖維股份有限公司","新纖","紡織纖維","－","台北市大安區仁愛路三段136號5樓","	07435515","吳東昇","歐金達","許毓麟","協理","何浩寧","2507-1259","1967/04/25","1973/08/31",新台幣                 10.0000元,16184092860,1618409286,0,0,合併,每年,董事會,"新光證券(股)公司股務代理部","02-23118787","台北市中正區重慶南路一段66之1號11樓","勤業眾信聯合會計師事務所","陳文香","徐文亞","SSFC","5th Floor, No. 136, Section 3, Ren'ai Road, Taipei City.TAIPEI, TAIWAN, R.O.C.","25072264","analysis@shinkong.com.tw","www.shinkong.com.tw","許毓麟","協理","25071259~7300","analysis@shinkong.com.tw","www.shinkong.com.tw"
"1410","南洋染整股份有限公司","南染","紡織纖維","－","桃園市蘆竹區南山路三段二三三號","	35286207","何  鈞","何  鈞","張愛玉","發言人","孟家立","02-25940361","1964/12/22","1973/10/18",新台幣                 10.0000元,630000000,63000000,0,0,合併,每年,董事會,"中國信託商銀代理部","02-66365566","台北市100重慶南路一段83號5樓","安侯建業聯合會計師事務所","余聖河","羅瑞芝","NYDF","No.233, Sec. 3, Nanshan Rd.,Luzhu Dist., Taoyuan City 338, Taiwan","02-25919227","nydyeing@ms19.hinet.net","www.nydf.com.tw","張愛玉","發言人","02-25940361","nydyeing@ms19.hinet.net","www.nydf.com.tw/nydf/chinese/01-profile/index.htm"
"1413","宏洲纖維工業股份有限公司","宏洲","紡織纖維","－","台北市內湖區瑞光路607號7樓","	07220710","詹正田","詹正田","張恆嘉","董事","林勝欽","2657-5859","1968/07/30","1975/12/23",新台幣                 10.0000元,1321124540,132112454,30000000,0,個別,每年,董事會,"福邦證券股份有限公司股務代理部","02-23711658","台北市忠孝西路一段6號6樓","安侯建業聯合會計師事務所","潘俊名","張淑瑩","H.C.","7F., No.607, Ruiguang Rd., Neihu Dist., Taipei City 114, Taiwan (R.O.C.)TAIPEI TAIWAN","8797-7888","wallace@hungchou.com.tw","http://www.hungchou.com.tw/","張恆嘉","董事","02-26575859","albert@yijinn.com.tw","http://www.hungchou.com.tw/"
"1414","東和紡織股份有限公司","東和","紡織纖維","－","台北市仁愛路四段376號13樓","	73141105","蔡淑櫻","張嘉亨","張嘉亨","總經理","郭彥良","(02)27001840","1959/09/11","1976/02/02",新台幣                 10.0000元,2200000000,220000000,0,0,個別,每年,董事會,"中國信託商業銀行代理部","(02)66365566","台北市重慶南路一段83號6樓","勤業眾信聯合會計師事務所","鄭欽宗","趙永祥","TUNG HO","13TH FLOOR NO376,SEC 4 JEN AI ROADTAIPEI,TAIWAN,R.O.C","(02)27060967","admsect@tungho.com.tw","www.tungho.com.tw","郭彥良","副理","(02)27001840","david@tungho.com.tw","http://www.tungho.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=244&index=1"
"1416","廣豐實業股份有限公司","廣豐","其他","－","台北市大安區敦化南路2段97號28樓","	43434316","賀錫敬","黃麗玲","陳素靜","會計經理","林黛芬","02-27048111","1968/06/28","1976/04/20",新台幣                 10.0000元,1853421680,185342168,0,0,合併,每年,股東會,"元大證券股份有限公司","2586-5859","台北市承德路三段210號B1","資誠聯合會計師事務所","賴宗羲　","支秉鈞","KFIC","28th Floor, No. 97, Section 2, Dunhua South Road, Da'an District, Taipei City(Taipei,Taiwan","02-27061881","s.j.chern@kfic.com.tw","www.kfic.com.tw","陳素靜","會計經理","02-27048111#828","s.j.chern@kfic.com.tw","http://www.kfic.com.tw/shareholders.html"
"1417","嘉裕股份有限公司","嘉裕","紡織纖維","－","臺北市仁愛路四段25號7樓(通訊地址)","	11825825","陳伯鏞","(代理)江瑜","江瑜","代理總經理","葉美玲","27113171","1969/12/12","1976/12/28",新台幣                 10.0000元,1899418400,189941840,0,0,合併,每年,股東會,"公司股務課","25156421","臺北市南京東路二段150號7樓","勤業眾信聯合會計師事務所","黃國寧","陳培德","CARNIVAL","7TH FL.,25 JEN AI ROAD.SEC.4TAIPEI,TAIWAN,R.O.C.","27811045","mia-yeh@carnival.com.tw","https://www.carnival.com.tw/index.php?lang=tw","葉美玲","副總經理暨會計主管","02-27113171","investor@carnival.com.tw","https://www.carnival.com.tw/article_d.php?lang=tw&tb=8&id=823"
"1418","東華龍股份有限公司","東華","紡織纖維","－","台北市新生南路1段56號9樓","	11083148","林壯儒","林壯燁","葉燕玲","協理","江志恒","(02)23967768","1970/03/02","1977/02/14",新台幣                 10.0000元,568343090,56834309,10000000,0,合併,每年,股東會,"永豐金證券股務代理部","(02)23816288","台北市博愛路17號3樓","正風聯合會計師事務所","吳欣亮","彭莉真","TongHwa","9F., No.56, Sec. 1, Xinsheng S. Rd.,Taipei City 100, Taiwan (R.O.C.)","(02)23962568","thsf@ms22.hinet.net","www.tonghwa.com.tw","葉燕玲","協理","(02)23967768","thsf@ms22.hinet.net","www.tonghwa.com.tw"
"1419","新光紡織股份有限公司","新紡","紡織纖維","－","台北市中山區中山北路二段44號15樓","	07435901","吳昕恩","張瑞南","柯夙娟","副總經理","張淑娣","(02)25071258","1955/06/06","1977/03/14",新台幣                 10.0000元,3000412800,300041280,0,0,合併,每年,董事會,"台新證券股務代理部","(02)25048125","台北市建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","李麗凰","池瑞全","SHINKO.TEXTILE","15F., No. 44, Sec. 2, Zhongshan N. Rd.TAIPEI.TAIWAN.R.O.C","(02)25072576","marketing@sktextile.com.tw","http://www.sktextile.com.tw","柯夙娟","副總經理","(02)25071258-830","sarah@sktextile.com.tw","http://www.sktextile.com.tw"
"1423","利華羊毛工業股份有限公司","利華","紡織纖維","－","台北市忠孝東路四段310號12樓","	11311608","應柔爾","余美蘭","余美蘭","總經理","楊遵五","02-27811161","1964/07/23","1979/04/02",新台幣                 10.0000元,1384000000,138400000,0,0,個別,每年,股東會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","安永聯合會計師事務所","許新民","楊智惠","REWARD WOOL","12th Floor, 310 Sec. 4, Chung Hsiao East RoadTaipei, 106 , Taiwan, R. O. C.","02-27521193","reward@reward.com.tw","www.reward.com.tw","楊遵五","經理","886-2-27811161","ir@reward.com.tw","www.reward.com.tw/contact.htm"
"1432","大魯閣實業股份有限公司","大魯閣","運動休閒","－","台中市東區復興路4段186號","	04690983","林曼麗","謝國棟","許俊麒","總顧問","羅淑敏","0436118888","1973/07/18","1982/07/26",新台幣                 10.0000元,900000000,90000000,0,0,合併,每年,股東會,"華南永昌綜合證券股份有限公司","02-27186425","台北市民生東路四段54號4樓","資誠聯合會計師事務所","蕭春鴛","劉美蘭","TAROKO","No186, Sec 4, Fusing Rd., East Dist.,Taichung, Taiwan, R.O.C.","0436080809","will.chen@trkmall.com.tw","https://www.taroko.com.tw/","許俊麒","總顧問","0436118888","kelly.lo@trkmall.com.tw","https://www.taroko.com.tw/crs-stakeholder-01/"
